entity_id,state,last_changed
sensor.plantesp_plants_1_moisture,59.98,2024-03-13T04:28:05.000Z
sensor.plantesp_plants_1_moisture,59.91,2024-03-13T04:33:05.000Z
sensor.plantesp_plants_1_moisture,59.87,2024-03-13T04:38:05.000Z
sensor.plantesp_plants_1_moisture,59.83,2024-03-13T04:43:05.000Z
sensor.plantesp_plants_1_moisture,59.77,2024-03-13T04:48:05.000Z
sensor.plantesp_plants_1_moisture,59.68,2024-03-13T04:53:05.000Z
sensor.plantesp_plants_1_moisture,59.66,2024-03-13T04:58:05.000Z
sensor.plantesp_plants_1_moisture,59.57,2024-03-13T05:03:05.000Z
sensor.plantesp_plants_1_moisture,59.44,2024-03-13T05:08:05.000Z
sensor.plantesp_plants_1_moisture,59.41,2024-03-13T05:13:05.000Z
sensor.plantesp_plants_1_moisture,59.39,2024-03-13T05:18:05.000Z
sensor.plantesp_plants_1_moisture,59.27,2024-03-13T05:23:05.000Z
sensor.plantesp_plants_1_moisture,59.19,2024-03-13T05:28:05.000Z
sensor.plantesp_plants_1_moisture,59.06,2024-03-13T05:33:05.000Z
sensor.plantesp_plants_1_moisture,59.01,2024-03-13T05:38:05.000Z
sensor.plantesp_plants_1_moisture,58.95,2024-03-13T05:43:05.000Z
sensor.plantesp_plants_1_moisture,58.85,2024-03-13T05:48:05.000Z
sensor.plantesp_plants_1_moisture,58.82,2024-03-13T05:53:05.000Z
sensor.plantesp_plants_1_moisture,58.74,2024-03-13T05:58:05.000Z
sensor.plantesp_plants_1_moisture,58.67,2024-03-13T06:03:05.000Z
sensor.plantesp_plants_1_moisture,58.65,2024-03-13T06:08:05.000Z
sensor.plantesp_plants_1_moisture,58.61,2024-03-13T06:13:05.000Z
sensor.plantesp_plants_1_moisture,58.55,2024-03-13T06:18:05.000Z
sensor.plantesp_plants_1_moisture,58.51,2024-03-13T06:23:05.000Z
sensor.plantesp_plants_1_moisture,58.41,2024-03-13T06:28:05.000Z
sensor.plantesp_plants_1_moisture,58.3,2024-03-13T06:33:05.000Z
sensor.plantesp_plants_1_moisture,58.21,2024-03-13T06:38:05.000Z
sensor.plantesp_plants_1_moisture,58.15,2024-03-13T06:43:05.000Z
sensor.plantesp_plants_1_moisture,58.06,2024-03-13T06:48:05.000Z
sensor.plantesp_plants_1_moisture,58.03,2024-03-13T06:53:05.000Z
sensor.plantesp_plants_1_moisture,57.93,2024-03-13T06:58:05.000Z
sensor.plantesp_plants_1_moisture,57.82,2024-03-13T07:03:05.000Z
sensor.plantesp_plants_1_moisture,57.77,2024-03-13T07:08:05.000Z
sensor.plantesp_plants_1_moisture,57.73,2024-03-13T07:13:05.000Z
sensor.plantesp_plants_1_moisture,57.62,2024-03-13T07:18:05.000Z
sensor.plantesp_plants_1_moisture,57.59,2024-03-13T07:23:05.000Z
sensor.plantesp_plants_1_moisture,57.51,2024-03-13T07:28:05.000Z
sensor.plantesp_plants_1_moisture,57.47,2024-03-13T07:33:05.000Z
sensor.plantesp_plants_1_moisture,57.37,2024-03-13T07:38:05.000Z
sensor.plantesp_plants_1_moisture,57.25,2024-03-13T07:43:05.000Z
sensor.plantesp_plants_1_moisture,57.12,2024-03-13T07:48:05.000Z
sensor.plantesp_plants_1_moisture,57.09,2024-03-13T07:53:05.000Z
sensor.plantesp_plants_1_moisture,57.07,2024-03-13T07:58:05.000Z
sensor.plantesp_plants_1_moisture,57.01,2024-03-13T08:03:05.000Z
sensor.plantesp_plants_1_moisture,56.96,2024-03-13T08:08:05.000Z
sensor.plantesp_plants_1_moisture,56.94,2024-03-13T08:13:05.000Z
sensor.plantesp_plants_1_moisture,56.85,2024-03-13T08:18:05.000Z
