time,moisture
2024-03-21 02:00:00,27.51388888888889
2024-03-21 03:00:00,27.44833333333333
2024-03-21 04:00:00,27.38135593220339
2024-03-21 05:00:00,27.242290502793296
2024-03-21 06:00:00,27.234302325581396
2024-03-21 07:00:00,27.153636363636362
2024-03-21 08:00:00,27.09398876404494
2024-03-21 09:00:00,26.975224719101124
2024-03-21 10:00:00,26.866214689265536
2024-03-21 11:00:00,26.809265536723164
2024-03-21 12:00:00,26.706011235955057
2024-03-21 13:00:00,26.586477272727276
2024-03-21 14:00:00,26.4880790960452
2024-03-21 15:00:00,26.399719101123594
2024-03-21 16:00:00,26.286473988439308
2024-03-21 17:00:00,26.181657142857144
2024-03-21 18:00:00,26.043197278911563
2024-03-21 19:00:00,25.949771428571427
2024-03-21 20:00:00,25.931675977653633
2024-03-21 21:00:00,25.81522471910112
2024-03-21 22:00:00,25.791460674157303
2024-03-21 23:00:00,25.668
2024-03-22 00:00:00,25.75567415730337
2024-03-22 01:00:00,25.697821229050277
2024-03-22 02:00:00,25.690555555555555
2024-03-22 03:00:00,25.642247191011233
2024-03-22 04:00:00,25.550944444444443
2024-03-22 05:00:00,25.482613636363634
2024-03-22 06:00:00,25.072681564245812
2024-03-22 07:00:00,25.089499999999997
2024-03-22 08:00:00,25.005337078651685
2024-03-22 09:00:00,24.98553672316384
2024-03-22 10:00:00,24.95824858757062
2024-03-22 11:00:00,24.803771428571427
2024-03-22 12:00:00,24.75805714285714
2024-03-22 13:00:00,24.637932960893853
2024-03-22 14:00:00,24.605393258426968
2024-03-22 15:00:00,24.39426966292135
2024-03-22 16:00:00,24.348820224719102
2024-03-22 17:00:00,24.26627777777778
2024-03-22 18:00:00,24.12915254237288
2024-03-22 19:00:00,40.97335195530726
2024-03-22 20:00:00,42.877853107344635
2024-03-22 21:00:00,41.65310734463277
2024-03-22 22:00:00,40.96780898876405
2024-03-22 23:00:00,40.295921787709496
2024-03-23 00:00:00,39.73251396648045
2024-03-23 01:00:00,39.31146892655367
2024-03-23 02:00:00,38.62284090909091
2024-03-23 03:00:00,37.96090395480226
2024-03-23 04:00:00,37.085367231638415
2024-03-23 05:00:00,36.163426966292135
2024-03-23 06:00:00,35.33184357541899
2024-03-23 07:00:00,34.67005617977529
2024-03-23 08:00:00,34.07448863636363
2024-03-23 09:00:00,33.50248554913295
2024-03-23 10:00:00,33.00551724137931
2024-03-23 11:00:00,32.44698324022347
2024-03-23 12:00:00,32.04536312849162
2024-03-23 13:00:00,31.741445086705205
2024-03-23 14:00:00,31.4008
2024-03-23 15:00:00,30.99658959537572
2024-03-23 16:00:00,30.716092715231788
2024-03-23 17:00:00,30.458314606741574
2024-03-23 18:00:00,29.926685393258428
2024-03-23 19:00:00,29.691348314606742
2024-03-23 20:00:00,29.232329545454547
2024-03-23 21:00:00,28.979886363636364
2024-03-23 22:00:00,29.382022471910112
2024-03-23 23:00:00,30.297533333333334
2024-03-24 00:00:00,29.644807692307694
2024-03-24 01:00:00,29.516571428571428
2024-03-24 02:00:00,29.222122905027934
2024-03-24 03:00:00,29.028547486033517
2024-03-24 04:00:00,29.060502793296088
2024-03-24 05:00:00,29.09689265536723
2024-03-24 06:00:00,28.92873563218391
2024-03-24 07:00:00,28.92176136363636
2024-03-24 08:00:00,28.808079096045198
2024-03-24 09:00:00,28.66108571428571
2024-03-24 10:00:00,28.590893854748607
2024-03-24 11:00:00,28.484055555555557
2024-03-24 12:00:00,28.212292993630573
